positionName,companyShortName,salary,createTime,companyId,companyFullName,companyLabelList,financeStage,positionLables,skillLables,education,district,workYear
11122I-LT-312-NLP算法工程师,平安科技,25k-50k,2019-12-09 00:00:11,24748,平安科技（深圳）有限公司,"['六险一金', '扁平化管理', '丰厚年终', '丰富技术交流']",不需要融资,"['NLP', '深度学习', '算法', '人工智能']","['NLP', '深度学习', '算法', '人工智能']",硕士,浦东新区,3-5年
（2019校招可转正）算法工程师实习生,蜻蜓FM,4k-6k,2019-12-08 17:00:43,30816,上海倾听信息技术有限公司,"['明星直播', '男女1:1', '带薪年假', '扁平管理']",D轮及以上,"['移动互联网', 'Hadoop', '算法']","['Hadoop', '算法']",硕士,浦东新区,不限
算法工程师,鑫炜网络,15k-25k,2019-12-06 09:02:09,755249,上海鑫炜网络科技有限公司,[],不需要融资,"['广告营销', '推荐', '搜索']","['推荐', '搜索']",硕士,浦东新区,1-3年
数据挖掘专家,信也科技,20k-35k,2019-12-05 09:47:51,6044,上海上湖信息技术有限公司,"['绩效奖金', '五险一金', '带薪年假', '午餐补助']",上市公司,"['算法', '数据挖掘']","['算法', '数据挖掘']",不限,浦东新区,不限
1121WE-算法工程师（TED建模组）,平安科技,20k-35k,2019-12-09 00:00:14,24748,平安科技（深圳）有限公司,"['六险一金', '扁平化管理', '丰厚年终', '丰富技术交流']",不需要融资,['算法'],['算法'],硕士,徐汇区,1-3年
positionName,companyShortName,salary,createTime,companyId,companyFullName,companyLabelList,financeStage,positionLables,skillLables,education,district,workYear
NLP算法工程师,MDC,20k-30k,2019-12-07 11:09:50,28708,北京移数通电讯有限公司,"['年底双薪', '绩效奖金', '五险一金', '通讯津贴']",B轮,"['即时通讯', '移动互联网', '人工智能', 'NLP', '语音识别', '机器学习']","['人工智能', 'NLP', '语音识别', '机器学习']",本科,杨浦区,3-5年
数据挖掘工程师,众标智能科技,15k-20k,2019-12-06 16:35:37,38786,北京众标智能科技有限公司上海分公司,"['股票期权', '带薪年假', '年度旅游', '扁平管理']",A轮,"['大数据', '数据挖掘', '数据分析']","['数据挖掘', '数据分析']",本科,宝山区,1-3年
高级/ 资深算法工程师（预测）--2871,爱奇艺,30k-60k,2019-12-08 23:51:23,1686,北京奇艺世纪科技有限公司,"['绩效奖金', '五险一金', '交通补助', '带薪年假']",上市公司,"['人工智能', '机器学习']","['人工智能', '机器学习']",本科,长宁区,3-5年
数据挖掘助理工程师,众标智能科技,10k-15k,2019-12-06 16:35:37,38786,北京众标智能科技有限公司上海分公司,"['股票期权', '带薪年假', '年度旅游', '扁平管理']",A轮,"['大数据', '数据挖掘', '数据分析']","['数据挖掘', '数据分析']",本科,宝山区,1-3年
数据挖掘工程师,拼多多,25k-50k,2019-12-04 10:09:36,107784,上海寻梦信息技术有限公司,"['股票期权', '专项奖金', '弹性工作', '扁平管理']",上市公司,['数据挖掘'],['数据挖掘'],本科,长宁区,不限
大数据风控挖掘专家,天翼征信有限公司,40k-60k,2019-11-25 09:47:05,112099,天翼征信有限公司,[],不需要融资,"['大数据', 'Hadoop', 'Spark', 'Hive']","['Hadoop', 'Spark', 'Hive']",本科,虹口区,3-5年
数据挖掘工程师-风控,拼多多,25k-50k,2019-12-04 10:09:38,107784,上海寻梦信息技术有限公司,"['股票期权', '专项奖金', '弹性工作', '扁平管理']",上市公司,"['电商', '数据挖掘', 'Hive']","['数据挖掘', 'Hive']",本科,长宁区,3-5年
推荐算法工程师 (MJ000076),Soul App,20k-40k,2019-12-06 10:10:05,126457,上海任意门科技有限公司,"['外企氛围', '年轻活力娱乐', '有才华的团队', '技术导向']",C轮,"['社交', 'C++', 'Java', 'Python']","['C++', 'Java', 'Python']",本科,浦东新区,不限
数据挖掘算法专家（算法平台）(J11344),哈啰出行,22k-37k,2019-12-05 13:54:32,164989,上海钧正网络科技有限公司,"['绩效奖金', '年底双薪', '股票期权', '交通补助']",D轮及以上,"['建模', '算法', '数据挖掘', '机器学习']","['建模', '算法', '数据挖掘', '机器学习']",本科,闵行区,1-3年
广告算法工程师,博聘咨询,28k-55k,2019-12-07 14:21:03,352194,上海博聘企业管理咨询有限公司,[],不需要融资,"['NLP', '推荐', '搜索', '人工智能']","['NLP', '推荐', '搜索', '人工智能']",本科,浦东新区,3-5年
